time_pass, time
time_pass_1,928.547144
time_pass_2,900.466919
time_pass_3,9.365797
time_pass_4,9.634018
time_pass_5,9.175062
time_pass_6,9.359837
time_pass_7,9.460926
time_pass_8,18.524885
time_pass_9,39.541006
time_pass_10,9.506941
time_pass_11,9.094000
time_pass_12,55.428028
total_time,122800.348997
