time_pass, time
time_pass_1,1471.385002
time_pass_2,1896.453142
time_pass_3,1050.749063
time_pass_4,1119.260788
time_pass_5,9.106159
time_pass_6,9.638071
time_pass_7,9.472132
time_pass_8,31.816959
time_pass_9,19.531012
time_pass_10,9.228945
time_pass_11,9.061098
time_pass_12,9.426832
total_time,126746.138096
