time_pass, time
time_pass_1,722.256899
time_pass_2,1093.729973
time_pass_3,9.581089
time_pass_4,9.527206
time_pass_5,9.485960
time_pass_6,9.400845
time_pass_7,9.543896
time_pass_8,9.583950
time_pass_9,10.796785
time_pass_10,9.385109
time_pass_11,9.196043
time_pass_12,9.330988
total_time,122284.971952
