time_pass, time
time_pass_1,793.147087
time_pass_2,29.655933
time_pass_3,635.094881
time_pass_4,13.159037
time_pass_5,9.069920
time_pass_6,57.909966
time_pass_7,9.009123
time_pass_8,9.396076
time_pass_9,9.516954
time_pass_10,9.650946
time_pass_11,12.219191
time_pass_12,9.433031
total_time,122553.566933
