time_pass, time
time_pass_1,300.784111
time_pass_2,1678.339005
time_pass_3,1013.291121
time_pass_4,9.639978
time_pass_5,22.168159
time_pass_6,41.547060
time_pass_7,10.752916
time_pass_8,9.413004
time_pass_9,18.265009
time_pass_10,29.399157
time_pass_11,18.548965
time_pass_12,19.289970
total_time,123786.318064
