time_pass, time
time_pass_1,1488.654852
time_pass_2,868.978977
time_pass_3,9273.428917
time_pass_4,47461.243868
time_pass_5,8294.148922
time_pass_6,1600.886106
time_pass_7,35867.732048
time_pass_8,21037.948132
time_pass_9,11640.636921
time_pass_10,18424.801111
time_pass_11,2752.526999
time_pass_12,4990.499020
total_time,289795.525074
