time_pass, time
time_pass_1,1407.014132
time_pass_2,1129.390955
time_pass_3,10989.909172
time_pass_4,61834.321022
time_pass_5,30383.079052
time_pass_6,39808.649063
time_pass_7,54901.864052
time_pass_8,6241.039991
time_pass_9,18781.542063
time_pass_10,1065.240860
time_pass_11,233.394146
time_pass_12,112.545967
total_time,352059.078932
