time_pass, time
time_pass_1,753.952026
time_pass_2,9.418011
time_pass_3,28138.993025
time_pass_4,12530.334949
time_pass_5,146425.136089
time_pass_6,54596.919775
time_pass_7,4367.926836
time_pass_8,310.443878
time_pass_9,438.686132
time_pass_10,42.061806
time_pass_11,12.329817
time_pass_12,9.290934
total_time,368780.606985
