time_pass, time
time_pass_1,35.661936
time_pass_2,4199.267864
time_pass_3,10313.899040
time_pass_4,17579.348087
time_pass_5,18425.213099
time_pass_6,102877.124786
time_pass_7,53840.299845
time_pass_8,5333.616018
time_pass_9,9317.979097
time_pass_10,56.972980
time_pass_11,10.960817
time_pass_12,10.187149
total_time,352150.834084
