time_pass, time
time_pass_1,959.524870
time_pass_2,304.622173
time_pass_3,152166.656017
time_pass_4,11799.379110
time_pass_5,17929.143906
time_pass_6,14984.596968
time_pass_7,12359.249115
time_pass_8,13710.486889
time_pass_9,3713.072777
time_pass_10,11525.925875
time_pass_11,27458.923101
time_pass_12,54951.996088
total_time,447936.588049
