time_pass, time
time_pass_1,978.883028
time_pass_2,127578.762054
time_pass_3,90938.817024
time_pass_4,9946.437120
time_pass_5,198.466778
time_pass_6,128087.605953
time_pass_7,54636.315107
time_pass_8,37892.885923
time_pass_9,28634.125948
time_pass_10,3278.154850
time_pass_11,343.394041
time_pass_12,234.421968
total_time,604792.603970
