time_pass, time
time_pass_1,1654.044151
time_pass_2,48707.983971
time_pass_3,299645.932198
time_pass_4,30802.385092
time_pass_5,3411.549807
time_pass_6,11675.380945
time_pass_7,9271.471024
time_pass_8,6970.018864
time_pass_9,54371.608973
time_pass_10,9008.640051
time_pass_11,1256.523132
time_pass_12,149.188042
total_time,603048.096895
