time_pass, time
time_pass_1,1815.902233
time_pass_2,1118.007898
time_pass_3,3720.110893
time_pass_4,4503.215075
time_pass_5,641.077042
time_pass_6,820.775032
time_pass_7,504.487991
time_pass_8,1332.613945
time_pass_9,4130.711079
time_pass_10,3679.132938
time_pass_11,533.007860
time_pass_12,1537.452936
total_time,147707.231045
