time_pass, time
time_pass_1,1807.363987
time_pass_2,1167.615891
time_pass_3,3359.910965
time_pass_4,985.738993
time_pass_5,4533.143997
time_pass_6,2092.967987
time_pass_7,640.448809
time_pass_8,1293.035030
time_pass_9,259.923935
time_pass_10,1209.887028
time_pass_11,1332.166910
time_pass_12,4920.358181
total_time,146751.496077
