time_pass, time
time_pass_1,1765.431881
time_pass_2,10375.597954
time_pass_3,73.773861
time_pass_4,470.041990
time_pass_5,3105.772018
time_pass_6,1400.680065
time_pass_7,610.054016
time_pass_8,2049.875975
time_pass_9,1420.930862
time_pass_10,4315.797091
time_pass_11,937.194109
time_pass_12,16.231060
total_time,149805.125952
