time_pass, time
time_pass_1,2018.549919
time_pass_2,1040.217876
time_pass_3,2647.717953
time_pass_4,9.578943
time_pass_5,676.822901
time_pass_6,896.625996
time_pass_7,2140.076876
time_pass_8,1659.718037
time_pass_9,1883.503914
time_pass_10,1691.398859
time_pass_11,1994.801998
time_pass_12,1175.412178
total_time,143075.556993
