time_pass, time
time_pass_1,1857.678890
time_pass_2,10164.691925
time_pass_3,118.815184
time_pass_4,451.031923
time_pass_5,4107.522964
time_pass_6,944.350004
time_pass_7,1175.343990
time_pass_8,2133.812189
time_pass_9,1231.632948
time_pass_10,2989.949942
time_pass_11,1925.712824
time_pass_12,9.599924
total_time,151694.476843
