time_pass, time
time_pass_1,2027.895927
time_pass_2,11362.529993
time_pass_3,5415.055037
time_pass_4,2123.491049
time_pass_5,1492.484093
time_pass_6,2998.850107
time_pass_7,2126.897097
time_pass_8,616.143942
time_pass_9,467.236996
time_pass_10,858.910084
time_pass_11,4598.062992
time_pass_12,9.310007
total_time,157201.434851
